"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Introduction to Systems Biology : Workbook for Flipped-classroom Teaching"	"9781800644120; 9781800644106; 9781800644113"	"10.11647/OBP.0291"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61678/1/9781800644120.pdf"	"Sauter, Thomas"	"20.500.12657/61678"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-03-09T13:31:55Z"	""	""	""	""	""	"F"	""
"Generalized Linear Mixed Models with Applications in Agriculture and Biology"	"9783031328008; 9783031328008; 9783031327995"	"10.1007/978-3-031-32800-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76233/1/978-3-031-32800-8.pdf"	"Salinas Ruíz, Josafhat"	"20.500.12657/76233"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:46:15Z"	""	""	""	""	""	"F"	""
"Mixed-Criticality Industrial Wireless Networks"	"9789811989223; 9789811989223; 9789811989216"	"10.1007/978-981-19-8922-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62447/1/978-981-19-8922-3.pdf"	"Jin, Xi"	"20.500.12657/62447"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:05:35Z"	""	""	""	""	""	"F"	""
"Oxygen-Carrier-Aided Combustion Technology for Solid-Fuel Conversion in Fluidized Bed"	"9789811991271; 9789811991271"	"10.1007/978-981-19-9127-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61921/1/978-981-19-9127-1.pdf"	"Duan, Lunbo"	"20.500.12657/61921"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:22:12Z"	""	""	""	""	""	"F"	""
"A History of Genomics across Species, Communities and Projects"	"9783031061301; 9783031061301; 9783031061295"	"10.1007/978-3-031-06130-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62362/1/978-3-031-06130-1.pdf"	"García-Sancho, Miguel"	"20.500.12657/62362"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:02:43Z"	""	""	""	""	""	"F"	""
"Cancer and the Politics of Care : Inequalities and interventions in global perspective"	"9781800080737; 9781800080744; 9781800080751; 9781800080768"	"10.14324/111.9781800080737"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61174/1/9781800080737.pdf"	""	"20.500.12657/61174"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-02-06T12:54:02Z"	""	""	"Bennett, Linda Rae"	""	""	"F"	""
"Metallogenic Theory and Exploration Technology of Multi-Arc-Basin-Terrane Collision Orogeny in “Sanjiang” Region, Southwest China"	"9789819936526; 9789819936526; 9789819936519"	"10.1007/978-981-99-3652-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76276/1/978-981-99-3652-6.pdf"	"Li, Wenchang"	"20.500.12657/76276"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:48:20Z"	""	""	""	""	""	"F"	""
"Digital Healthcare and Expertise : Mental Health and New Knowledge Practices"	"9789811691782; 9789811691782"	"10.1007/978-981-16-9178-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60139/1/978-981-16-9178-2.pdf"	"Egher, Claudia"	"20.500.12657/60139"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:34:02Z"	""	""	""	""	""	"F"	""
"Energy-efficient, scalable and modular industrial microwave applicator for high temperature alkaline hydrolysis of PET"	"9783731510994"	"10.5445/KSP/1000131787"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61236/1/energy-efficient-scalable-and-modular-industrial-microwave-applicator-for-high-temperature-alkaline-hydrolysis-of-pet.pdf"	"Ramopoulos, Vasileios"	"20.500.12657/61236"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-02-13T13:58:09Z"	""	""	""	""	""	"F"	""
"Twisted Isospectrality, Homological Wideness, and Isometry : A Sample of Algebraic Methods in Isospectrality"	"9783031277047; 9783031277047; 9783031277030"	"10.1007/978-3-031-27704-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62957/1/978-3-031-27704-7.pdf"	"Cornelissen, Gunther"	"20.500.12657/62957"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:05:23Z"	""	""	""	""	""	"F"	""
"Honorary Doctorate Dr. Souha Kanj"	"9789493296015"	"10.54195/ZPXZ2299"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61941/1/honorary-doctorate-dr-souha-kanj.pdf"	"Kanj, Souha"	"20.500.12657/61941"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Radboud University Press"	"monograph"	"2023"	"2023-03-20T11:07:25Z"	""	""	""	""	""	"F"	""
"Joe Pawsey and the Founding of Australian Radio Astronomy : Early Discoveries, from the Sun to the Cosmos"	"9783031079160; 9783031079160"	"10.1007/978-3-031-07916-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60824/1/978-3-031-07916-0.pdf"	"Goss, W. M."	"20.500.12657/60824"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:19Z"	""	""	""	""	""	"F"	""
"Science and Innovations for Food Systems Transformation"	"9783031157035; 9783031157035"	"10.1007/978-3-031-15703-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60810/1/978-3-031-15703-5.pdf"	""	"20.500.12657/60810"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:01Z"	""	""	"von Braun, Joachim"	""	""	"F"	""
"Science and Innovations for Food Systems Transformation"	"9783031157035; 9783031157035"	"10.1007/978-3-031-15703-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61280/1/978-3-031-15703-5.pdf"	""	"20.500.12657/61280"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-02-13T17:27:02Z"	""	""	"von Braun, Joachim"	""	""	"F"	""
"Materialising the Future : A Learning Path to Understand, Develop and Apply Emerging Materials and Technologies"	"9783031252075; 9783031252075; 9783031252068"	"10.1007/978-3-031-25207-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63558/1/978-3-031-25207-5.pdf"	""	"20.500.12657/63558"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:25:39Z"	""	""	"Ferraro, Venere"	""	""	"F"	""
"Ethics of Socially Disruptive Technologies : An Introduction"	"9781805110576; 9781805110163; 9781805110170; 9781783747894; 9781805110507; 9781800649873"	"10.11647/OBP.0366"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76171/1/9781805110576.pdf"	""	"20.500.12657/76171"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-09-11T12:11:45Z"	""	""	"van de Poel, Ibo"	""	""	"F"	""
"Oceanography and Marine Biology : An Annual Review, Volume 60"	"9781003288602; 9781032265056; 9781032375489; 9781000781113"	"10.1201/9781003288602"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59437/1/9781000781113.pdf"	""	"20.500.12657/59437"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-21T14:01:36Z"	"60"	""	"Hawkins, S.J."	""	""	"F"	""
"Vitalism and Its Legacy in Twentieth Century Life Sciences and Philosophy"	"9783031126048; 9783031126048"	"10.1007/978-3-031-12604-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60797/1/978-3-031-12604-8.pdf"	""	"20.500.12657/60797"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:41Z"	"29"	""	"Donohue, Christopher"	""	""	"F"	""
"Learning from 50 Years of Aboriginal Alcohol Programs : Beating the Grog in Australia"	"9789819904013; 9789819904013; 9789819904006"	"10.1007/978-981-99-0401-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76267/1/978-981-99-0401-3.pdf"	"d’Abbs, Peter"	"20.500.12657/76267"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:47:54Z"	""	""	""	""	""	"F"	""
"Person-Centered Outcome Metrology : Principles and Applications for High Stakes Decision Making"	"9783031074653; 9783031074653"	"10.1007/978-3-031-07465-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60145/1/978-3-031-07465-3.pdf"	""	"20.500.12657/60145"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:34:40Z"	""	""	"Fisher, Jr."	""	""	"F"	""
"Mining Gold and Manufacturing Ignorance : Occupational Lung Disease and the Buying and Selling of Labour in Southern Africa"	"9789811983276; 9789811983276; 9789811983269"	"10.1007/978-981-19-8327-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62441/1/978-981-19-8327-6.pdf"	"McCulloch, Jock"	"20.500.12657/62441"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:05:24Z"	""	""	""	""	""	"F"	""
"Forest Entomology and Pathology : Volume 1: Entomology"	"9783031115530; 9783031115530; 9783031115523"	"10.1007/978-3-031-11553-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63911/1/978-3-031-11553-0.pdf"	""	"20.500.12657/63911"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:40:48Z"	""	""	"D. Allison, Jeremy"	""	""	"F"	""
"Multi-field modeling and simulation of fiber-reinforced polymers"	"9783731512516"	"10.5445/KSP/1000151847"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62287/1/9783731512516.pdf"	"Schulte, Jonathan"	"20.500.12657/62287"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-06T07:51:49Z"	"9"	""	""	""	""	"F"	""
"EU Trade-Related Measures against Illegal Fishing : Policy Diffusion and Effectiveness in Thailand and Australia"	"9781000956061; 9781032283418; 9781032283449; 9781003296379"	"10.4324/9781003296379"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63627/1/9781000956061.pdf"	"Kadfak, Alin"	"20.500.12657/63627"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-06-20T15:03:21Z"	""	""	""	""	""	"F"	""
"Self-Learning Longitudinal Control for On-Road Vehicles"	"9783731512905"	"10.5445/KSP/1000156966"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63614/1/self-learning-longitudinal-control-for-on-road-vehicles.pdf"	"Puccetti, Luca"	"20.500.12657/63614"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-06-20T10:55:01Z"	"20"	""	""	""	""	"F"	""
"Thermomechanical Modeling and Experimental Characterization of Sheet Molding Compound Composites"	"9783731512325"	"10.5445/KSP/1000149634"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63729/1/thermomechanical-modeling-and-experimental-characterization-of-sheet-molding-compound-composites.pdf"	"Lang, Juliane"	"20.500.12657/63729"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-07-03T13:38:45Z"	"25"	""	""	""	""	"F"	""
"Development of a modular Knowledge-Discovery Framework based on Machine Learning : for the interdisciplinary analysis of complex phenomena in the context of GDI combustion processes"	"9783731512950"	"10.5445/KSP/1000158016"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63852/1/development-of-a-modular-knowledge-discovery-framework-based-on-machine-learning-for-the-interdisciplinary-analysis-of-complex-phenomena-in-the-context-of-gdi-combustion-processes.pdf"	"Botticelli, Massimiliano"	"20.500.12657/63852"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-07-10T10:22:50Z"	"2"	""	""	""	""	"F"	""
"High-Precision Automotive Radar Target Simulation"	"9783731512967"	"10.5445/KSP/1000158038"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75888/1/high-precision-automotive-radar-target-simulation.pdf"	"Diewald, Axel"	"20.500.12657/75888"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-08-29T07:43:18Z"	"48"	""	""	""	""	"F"	""
"Design for Electromagnetic Compatibility--In a Nutshell : Theory and Practice"	"9783031141867; 9783031141867"	"10.1007/978-3-031-14186-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60162/1/978-3-031-14186-7.pdf"	"Keller, Reto B."	"20.500.12657/60162"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:36:45Z"	""	""	""	""	""	"F"	""
"Strand Corrosion in Prestressed Concrete Structures"	"9789819920549; 9789819920549; 9789819920532"	"10.1007/978-981-99-2054-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76272/1/978-981-99-2054-9.pdf"	"Wang, Lei"	"20.500.12657/76272"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:48:11Z"	""	""	""	""	""	"F"	""
"Attachment Ventilation Theory"	"9789811992599; 9789811992599; 9789811992582"	"10.1007/978-981-19-9259-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63030/1/978-981-19-9259-9.pdf"	"Li, Angui"	"20.500.12657/63030"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:07:33Z"	""	""	""	""	""	"F"	""
"Disrupting Buildings : Digitalisation and the Transformation of Deep Renovation"	"9783031323096; 9783031323096; 9783031323089"	"10.1007/978-3-031-32309-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75389/1/978-3-031-32309-6.pdf"	""	"20.500.12657/75389"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:20Z"	""	""	"Lynn, Theo"	""	""	"F"	""
"Reinforcement of the Halal Industry for Global Integration Revival : Proceedings of the 2nd International Conference on Halal Development (ICHaD 2021), Malang, Indonesia, 5 October 2021"	"9781000785463; 9781000785463; 9781032349282; 9781032349275; 9781003324492"	"10.1201/9781003324492"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76035/1/9781000785463.pdf"	""	"20.500.12657/76035"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T10:27:57Z"	""	""	"Pratikto, Heri"	""	""	"F"	""
"Boreal Forests in the Face of Climate Change : Sustainable Management"	"9783031159886; 9783031159886"	"10.1007/978-3-031-15988-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61903/1/978-3-031-15988-6.pdf"	""	"20.500.12657/61903"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:39Z"	"74"	""	"Girona, Miguel Montoro"	""	""	"F"	""
"Work and Occupation in French and English Mental Hospitals, c.1918-1939"	"9783031131059; 9783031131059"	"10.1007/978-3-031-13105-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60779/1/978-3-031-13105-9.pdf"	"Freebody, Jane"	"20.500.12657/60779"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:15Z"	""	""	""	""	""	"F"	""
"Northern Exposure : COVID- 19 and Regional Inequalities in Health and Wealth"	"9781447369233; 9781447369240; 9781447369226"	"10.47674/9781447369233"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61395/1/9781447369233.pdf; https://library.oapen.org/bitstream/20.500.12657/61395/2/9781447369240.epub"	"Bambra, Clare"	"20.500.12657/61395"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Policy Press"	"monograph"	"2023"	"2023-02-22T12:34:29Z"	""	""	""	""	""	"F"	""
"Climate Neutral and Resilient Farming Systems : Practical Solutions for Climate Mitigation and Adaptation"	"9781003273172; 9781000776225; 9781032225791; 9781032225845"	"10.4324/9781003273172"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59032/1/9781000776225.pdf"	""	"20.500.12657/59032"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-10-24T13:56:36Z"	""	""	"Nagothu, Udaya Sekhar"	""	""	"F"	""
"Advances in Automotive Production Technology – Towards Software-Defined Manufacturing and Resilient Supply Chains : Stuttgart Conference on Automotive Production (SCAP2022)"	"9783031279331; 9783031279331; 9783031279324"	"10.1007/978-3-031-27933-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63563/1/978-3-031-27933-1.pdf"	""	"20.500.12657/63563"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:26:33Z"	""	""	"Kiefl, Niklas"	""	""	"F"	""
"Responding to Environmental Issues through Adaptive Collaborative Management : From Forest Communities to Global Actors"	"9781000844603; 9781003325932; 9781032352282; 9781032352299"	"10.4324/9781003325932"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60878/1/9781000844603.pdf"	""	"20.500.12657/60878"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-01-25T10:41:57Z"	""	""	"Colfer, Carol"	""	""	"F"	""
"Energy and Sustainable Futures: Proceedings of the 3rd ICESF, 2022"	"9783031309601; 9783031309601; 9783031309595"	"10.1007/978-3-031-30960-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75377/1/978-3-031-30960-1.pdf"	""	"20.500.12657/75377"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:54:45Z"	""	""	"Nixon, Jonathan D."	""	""	"F"	""
"Differential Equations for Studies in Computational Electrophysiology"	"9783031308529; 9783031308529; 9783031308512"	"10.1007/978-3-031-30852-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63576/1/978-3-031-30852-9.pdf"	"Horgmo Jæger, Karoline"	"20.500.12657/63576"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:29:08Z"	"14"	""	""	""	""	"F"	""
"Democratizing Science : The Political Roots of the Public Engagement Agenda"	"9781529223972; 9781529223965; 9781529223958"	"10.47674/9781529223972"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76151/1/9781529223972.pdf; https://library.oapen.org/bitstream/20.500.12657/76151/2/9781529223965.epub"	"Mattei, Paola"	"20.500.12657/76151"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Bristol University Press"	"monograph"	"2023"	"2023-09-06T09:40:02Z"	""	""	""	""	""	"F"	""
"Leadership and Governance in Primary Healthcare : An Exemplar for Practice in Resource Limited Settings"	"9781000859034; 9781003346821; 9781032387994; 9781032387963"	"10.1201/9781003346821"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61002/1/9781000859034.pdf"	""	"20.500.12657/61002"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-01-30T10:43:46Z"	""	""	"Anasel, Mackfallen"	""	""	"F"	""
"Lectures on Phase Field"	"9783031211713; 9783031211713; 9783031211706"	"10.1007/978-3-031-21171-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62386/1/978-3-031-21171-3.pdf"	"Steinbach, Ingo"	"20.500.12657/62386"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-04-13T14:03:26Z"	""	""	""	""	""	"F"	""
"Bond Failure Mechanism of Fully Grouted Rock Bolts"	"9789819904983; 9789819904983; 9789819904976"	"10.1007/978-981-99-0498-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63611/1/978-981-99-0498-3.pdf"	"Chen, Jianhang"	"20.500.12657/63611"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:31:06Z"	""	""	""	""	""	"F"	""
"Rainfall Infiltration in Unsaturated Soil Slope Failure"	"9789811997372; 9789811997372; 9789811997365"	"10.1007/978-981-19-9737-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63607/1/978-981-19-9737-2.pdf"	"Wu, Lizhou"	"20.500.12657/63607"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:30:52Z"	""	""	""	""	""	"F"	""
"Sliding Base Structures : Analysis and Design"	"9789819951079; 9789819951079; 9789819951062"	"10.1007/978-981-99-5107-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75442/1/978-981-99-5107-9.pdf"	"Hu, Hong-Song"	"20.500.12657/75442"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:57:50Z"	""	""	""	""	""	"F"	""
"On the Influence of Piecewise Defined Contact Geometries on Friction Dampers"	"9783731512677; 9783731512677"	"10.5445/KSP/1000153493"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76434/1/9783731512677.pdf"	"Alberto, Jimmy"	"20.500.12657/76434"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-sa/4.0"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-09-26T15:20:23Z"	"40"	""	""	""	""	"F"	""
"The Carbon Chain in Carbon Dioxide Industrial Utilization Technologies : A Case Study"	"9781000821710; 9781032373546; 9781003336587; 9781032373553"	"10.1201/9781003336587"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60523/1/9781000821710.pdf"	""	"20.500.12657/60523"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-01-05T12:45:22Z"	""	""	"Wawrzyńczak, Dariusz"	""	""	"F"	""
"Model-based Filtering of Interfering Signals in Ultrasonic Time Delay Estimations"	"9783731512523"	"10.5445/KSP/1000152022"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60669/1/model-based-filtering-of-interfering-signals-in-ultrasonic-time-delay-estimations.pdf"	"Bächle, Matthias"	"20.500.12657/60669"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-01-16T10:17:38Z"	"28"	""	""	""	""	"F"	""
"Measurable Safety of Automated Driving Functions in Commercial Motor Vehicles : Technological and Methodical Approaches"	"9783731512547"	"10.5445/KSP/1000152393"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60862/1/measurable-safety-of-automated-driving-functions-in-commercial-motor-vehicles-technological-and-methodical-approaches.pdf"	"Elgharbawy, Mohamed"	"20.500.12657/60862"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-01-23T10:12:55Z"	"15"	""	""	""	""	"F"	""
"Integration of Flywheel Energy Storage Systems in Low Voltage Distribution Grids"	"9783731511403"	"10.5445/KSP/1000139457"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60864/1/integration-of-flywheel-energy-storage-systems-in-low-voltage-distribution-grids.pdf"	"Karrari, Shahab"	"20.500.12657/60864"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-01-23T10:23:15Z"	""	""	""	""	""	"F"	""
"Microstructure modeling and crystal plasticity parameter identification for predicting the cyclic mechanical behavior of polycrystalline metals"	"9783731512721"	"10.5445/KSP/1000154640"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62301/1/microstructure-modeling-and-crystal-plasticity-parameter-identification-for-predicting-the-cyclic-mechanical-behavior-of-polycrystalline-metals.pdf"	"Kuhn, Jannick"	"20.500.12657/62301"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-04-07T10:04:47Z"	"23"	""	""	""	""	"F"	""
"Technology and readout for scaling up superconducting nanowire single-photon detectors"	"9783731512561"	"10.5445/KSP/1000152607"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61613/1/technology-and-readout-for-scaling-up-superconducting-nanowire-single-photon-detectors.pdf"	"Knehr, Emanuel Marius"	"20.500.12657/61613"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-03-06T11:04:42Z"	"36"	""	""	""	""	"F"	""
