"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Rice Green Revolution in Sub-Saharan Africa"	"9789811980466; 9789811980466"	"10.1007/978-981-19-8046-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61893/1/978-981-19-8046-6.pdf"	""	"20.500.12657/61893"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-03-17T15:21:26Z"	"56"	""	"Otsuka, Keijiro"	""	""	"F"	""
"Artificiality and Sustainability in Entrepreneurship : Exploring the Unforeseen, and Paving the Way to a Sustainable Future"	"9783031113710; 9783031113710"	"10.1007/978-3-031-11371-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59324/6/978-3-031-11371-0.pdf"	""	"20.500.12657/59324"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:19:18Z"	""	""	"Adams, Richard"	""	""	"F"	""
"New Digital Work : Digital Sovereignty at the Workplace"	"9783031264900; 9783031264900; 9783031264894"	"10.1007/978-3-031-26490-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62992/1/978-3-031-26490-0.pdf"	""	"20.500.12657/62992"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:24Z"	""	""	"Shajek, Alexandra"	""	""	"F"	""
"Stakeholder Engagement in a Sustainable Circular Economy : Theoretical and Practical Perspectives"	"9783031319372; 9783031319372; 9783031319365"	"10.1007/978-3-031-31937-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63940/1/978-3-031-31937-2.pdf"	""	"20.500.12657/63940"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:42:27Z"	""	""	"Kujala, Johanna"	""	""	"F"	""
"Fashion Communication in the Digital Age : Proceedings of the FACTUM 23 Conference, Pisa, Italy, 2023"	"9783031385414; 9783031385414; 9783031385407"	"10.1007/978-3-031-38541-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75415/1/978-3-031-38541-4.pdf"	""	"20.500.12657/75415"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:56:31Z"	""	""	"Sabatini, Nadzeya"	""	""	"F"	""
"Unlocking Private Investment in Sustainable Infrastructure in Asia"	"9781000785067; 9781000785067; 9781032133454; 9781032133461; 9781003228790"	"10.4324/9781003228790"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76008/1/9781000785067.pdf"	""	"20.500.12657/76008"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:45:27Z"	""	""	"Grewal, Bhajan"	""	""	"F"	""
"Embracing New Perspectives in History, Social Sciences, and Education : Proceedings of the International Conference on History, Social Sciences, and Education (ICHSE 2021), Malang, Indonesia, 11 September 2021"	"9781000635966; 9781000635966; 9781003295273; 9781032280882; 9781032280875"	"10.1201/9781003295273"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57593/1/9781000635966.pdf"	""	"20.500.12657/57593"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2022-07-22T12:07:41Z"	""	""	"Ridhoi, Ronal"	""	""	"F"	""
"How Can we Use Simulation to Improve Competencies in Nursing?"	"9783031103995; 9783031103995"	"10.1007/978-3-031-10399-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59357/1/978-3-031-10399-5.pdf"	""	"20.500.12657/59357"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:08Z"	""	""	"Akselbo, Iben"	""	""	"F"	""
"Multi-Winner Voting with Approval Preferences"	"9783031090165; 9783031090165"	"10.1007/978-3-031-09016-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60149/1/978-3-031-09016-5.pdf"	"Lackner, Martin"	"20.500.12657/60149"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:35:06Z"	""	""	""	""	""	"F"	""
"Modern Cryptography Volume 2 : A Classical Introduction to Informational and Mathematical Principle"	"9789811976445; 9789811976445"	"10.1007/978-981-19-7644-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60195/1/978-981-19-7644-5.pdf"	"Zheng, Zhiyong"	"20.500.12657/60195"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:41:03Z"	""	""	""	""	""	"F"	""
"Violence in Extreme Conditions : Ethical Challenges in Military Practice"	"9783031161193; 9783031161193; 9783031161186"	"10.1007/978-3-031-16119-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63538/1/978-3-031-16119-3.pdf"	""	"20.500.12657/63538"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:22:19Z"	""	""	"Kramer, Eric-Hans"	""	""	"F"	""
"Agile Processes in Software Engineering and Extreme Programming : 24th International Conference on Agile Software Development, XP 2023, Amsterdam, The Netherlands, June 13–16, 2023, Proceedings"	"9783031339769; 9783031339769; 9783031339752"	"10.1007/978-3-031-33976-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63581/1/978-3-031-33976-9.pdf"	""	"20.500.12657/63581"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:29:34Z"	"475"	""	"Stettina, Christoph J."	""	""	"F"	""
"Climate Change in Central Asia : Decarbonization, Energy Transition and Climate Policy"	"9783031298318; 9783031298318; 9783031298301"	"10.1007/978-3-031-29831-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63009/1/978-3-031-29831-8.pdf"	""	"20.500.12657/63009"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:52Z"	""	""	"Sabyrbekov, Rahat"	""	""	"F"	""
"European Narratives on Remote Working and Coworking During the COVID-19 Pandemic : A Multidisciplinary Perspective"	"9783031260186; 9783031260186; 9783031260179"	"10.1007/978-3-031-26018-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62990/1/978-3-031-26018-6.pdf"	""	"20.500.12657/62990"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:22Z"	""	""	"Akhavan, Mina"	""	""	"F"	""
"Pellagra and Pellagrous Insanity During the Long Nineteenth Century"	"9783031224966; 9783031224966; 9783031224959"	"10.1007/978-3-031-22496-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62971/1/978-3-031-22496-6.pdf"	"Gentilcore, David"	"20.500.12657/62971"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:05:54Z"	""	""	""	""	""	"F"	""
"BUiD Doctoral Research Conference 2022 : Multidisciplinary Studies"	"9783031274626; 9783031274626; 9783031274619"	"10.1007/978-3-031-27462-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63000/1/978-3-031-27462-6.pdf"	""	"20.500.12657/63000"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:06:36Z"	"320"	""	"Al Marri, Khalid"	""	""	"F"	""
"Who Counts? : Ghanaian Academic Publishing and Global Science"	"9781928502647; 9781928502647"	"10.47622/9781928502647"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64090/1/9781928502647.pdf"	"Mills, David"	"20.500.12657/64090"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"African Minds"	"monograph"	"2023"	"2023-07-24T15:32:47Z"	""	""	""	""	""	"F"	""
"Disrupting Buildings : Digitalisation and the Transformation of Deep Renovation"	"9783031323096; 9783031323096; 9783031323089"	"10.1007/978-3-031-32309-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75389/1/978-3-031-32309-6.pdf"	""	"20.500.12657/75389"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:55:20Z"	""	""	"Lynn, Theo"	""	""	"F"	""
"The Belt and Road initiative in Italy : Five case studies"	"9783034347075; 9783034347075; 9783034347082; 9783034344968"	"10.3726/b20683"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75554/1/9783034347075.pdf"	""	"20.500.12657/75554"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0"	"Peter Lang International Academic Publishers"	"monograph"	"2023"	"2023-08-17T15:51:21Z"	"9"	""	"Gallelli, Beatrice"	""	""	"F"	""
"Circularity Assessment: Macro to Nano : Accountability Towards Sustainability"	"9789811997006; 9789811997006; 9789811996993"	"10.1007/978-981-19-9700-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76266/1/978-981-19-9700-6.pdf"	""	"20.500.12657/76266"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:47:50Z"	""	""	"Patil, Rashmi Anoop"	""	""	"F"	""
"Population Dynamics in the Mediterranean : A Demographic Convergence?"	"9783031377594; 9783031377594; 9783031377587"	"10.1007/978-3-031-37759-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76239/1/978-3-031-37759-4.pdf"	"Doignon, Yoann"	"20.500.12657/76239"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:46:37Z"	""	""	""	""	""	"F"	""
"Climate Neutral and Resilient Farming Systems : Practical Solutions for Climate Mitigation and Adaptation"	"9781003273172; 9781000776225; 9781032225791; 9781032225845"	"10.4324/9781003273172"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59032/1/9781000776225.pdf"	""	"20.500.12657/59032"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-10-24T13:56:36Z"	""	""	"Nagothu, Udaya Sekhar"	""	""	"F"	""
"Thinking with an Accent : Toward a New Object, Method, and Practice"	"9780520389748; 9780520389731"	"10.1525/luminos.148"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61467/1/thinking-with-an-accent.pdf"	""	"20.500.12657/61467"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-02-27T11:12:18Z"	""	""	"Rangan, Pooja"	""	""	"F"	""
"Governing the Interlinkages between the SDGs : Approaches, Opportunities and Challenges"	"9781000788822; 9781032184692; 9781032184654; 9781003254683"	"10.4324/9781003254683"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62308/1/9781000788822.pdf"	""	"20.500.12657/62308"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-04-11T13:28:15Z"	""	""	"Breuer, Anita"	""	""	"F"	""
"Spectrum Auctions : Designing markets to benefit the public, industry and the economy"	"9781911712039; 9781911712022; 9781911712046; 9781911712053"	"10.31389/lsepress.spa"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61380/1/spectrum-auctions.pdf"	"Myers, Geoffrey"	"20.500.12657/61380"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"LSE Press"	"monograph"	"2023"	"2023-02-20T10:31:44Z"	""	""	""	""	""	"F"	""
"Economic Diversity in Contemporary Timor-Leste"	"9789400604407; 9789087283957"	"10.24415/9789087283957"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61960/1/9789400604407.Silva.pdf"	""	"20.500.12657/61960"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leiden University Press"	"monograph"	"2023"	"2023-03-21T10:59:37Z"	""	""	"Silva, Kelly"	""	""	"F"	""
"Feminist Futures of Work : Reimagining Labour in the Digital Economy"	"9789048556892; 9789463728386"	"10.5117/9789463728386"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62538/1/9789048556892.pdf"	""	"20.500.12657/62538"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Amsterdam University Press"	"monograph"	"2023"	"2023-04-24T13:21:05Z"	"2"	""	"Arora, Payal"	""	""	"F"	""
"Technology and Sustainable Development : The Promise and Pitfalls of Techno-Solutionism"	"9781000886078; 9781032350592; 9781032350561; 9781003325086"	"10.1201/9781003325086"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62281/1/9781000886078.pdf"	""	"20.500.12657/62281"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-04-05T12:27:15Z"	""	""	"Sætra, Henrik Skaug"	""	""	"F"	""
"Walking the Gendered Tightrope : Theresa May and Nancy Pelosi as Legislative Leaders"	"9780472903726; 9780472076345; 9780472056347"	"10.3998/mpub.12676438"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64042/1/9780472903726.pdf"	"Haussman, Melissa"	"20.500.12657/64042"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"University of Michigan Press"	"monograph"	"2023"	"2023-07-20T12:46:55Z"	""	""	""	""	""	"F"	""
"Having Too Much : Philosophical Essays on Limitarianism"	"9781800649682; 9781800649668; 9781800649675; 9781800649729; 9781800649712; 9781800649699"	"10.11647/OBP.0338"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/64032/1/9781800649682.pdf"	""	"20.500.12657/64032"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Open Book Publishers"	"monograph"	"2023"	"2023-07-20T11:32:36Z"	""	""	"Robeyns, Ingrid"	""	""	"F"	""
"Pockets of Effectiveness and the Politics of State-building and Development in Africa"	"9780192864963"	"10.1093/oso/9780192864963.001.0001"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75205/1/9780192688361_WEB%20%28Hickey%29.pdf"	""	"20.500.12657/75205"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Oxford University Press"	"monograph"	"2023"	"2023-08-07T13:04:27Z"	""	""	"Hickey, Sam"	""	""	"F"	""
"Harvesting : The Results and Impact of Research based on Historical Longitudinal Databases"	"9789493296183"	"10.54195/HYLR8777"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76125/1/harvesting.pdf"	""	"20.500.12657/76125"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Radboud University Press"	"monograph"	"2023"	"2023-09-04T12:15:32Z"	""	""	"Edvinsson, Sören"	""	""	"F"	""
"Progress in Entrepreneurship Education and Training : New Methods, Tools, and Lessons Learned from Practice"	"9783031285592; 9783031285592; 9783031285585"	"10.1007/978-3-031-28559-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63567/1/978-3-031-28559-2.pdf"	""	"20.500.12657/63567"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-06-20T10:27:22Z"	""	""	"Block, Joern H."	""	""	"F"	""
"The Forum of Federations Handbook of Fiscal Federalism"	"9783030972585; 9783030972585; 9783030972578"	"10.1007/978-3-030-97258-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75365/1/978-3-030-97258-5.pdf"	""	"20.500.12657/75365"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:54:01Z"	""	""	"Tremblay, Jean-François"	""	""	"F"	""
"Sustainable Future: Trends, Strategies and Development : Proceedings of the 3rd Conference on Managing Digital Industry, Technology and Entrepreneurship, (CoMDITE 2022), Bandung, Indonesia, 24 May 2022"	"9781000882605; 9781000882605; 9781003335832; 9781032372037; 9781032372013"	"10.1201/9781003335832"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76036/1/9781000882605.pdf"	""	"20.500.12657/76036"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T10:28:00Z"	""	""	"Noviaristanti, Siska"	""	""	"F"	""
"Remittances as Social Practices and Agents of Change : The Future of Transnational Society"	"9783030815042; 9783030815042; 9783030815035"	"10.1007/978-3-030-81504-2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76216/1/978-3-030-81504-2.pdf"	""	"20.500.12657/76216"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-09-13T19:45:11Z"	""	""	"Meyer, Silke"	""	""	"F"	""
"Older Workers and Labour Market Exclusion Processes : A Life Course perspective"	"9783031112720; 9783031112720"	"10.1007/978-3-031-11272-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59386/1/978-3-031-11272-0.pdf"	""	"20.500.12657/59386"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:21:06Z"	"14"	""	"Burnay, Nathalie"	""	""	"F"	""
"Electricity Access, Decarbonization, and Integration of Renewables : Insights and Lessons from the Energy Transformation in Bangladesh, South Asia, and Sub-Sahara Africa"	"9783658382155; 9783658382155"	"10.1007/978-3-658-38215-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59367/1/978-3-658-38215-5.pdf"	""	"20.500.12657/59367"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:26Z"	""	""	"Groh, Sebastian"	""	""	"F"	""
"Design of Heuristic Algorithms for Hard Optimization : With Python Codes for the Travelling Salesman Problem"	"9783031137143; 9783031137143"	"10.1007/978-3-031-13714-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59365/1/978-3-031-13714-3.pdf"	"Taillard, Éric D."	"20.500.12657/59365"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:22Z"	""	""	""	""	""	"F"	""
"Immigrant and Asylum Seekers Labour Market Integration upon Arrival: NowHereLand : A Biographical Perspective"	"9783031140099; 9783031140099"	"10.1007/978-3-031-14009-9"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60161/1/978-3-031-14009-9.pdf"	""	"20.500.12657/60161"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-12-13T12:36:39Z"	""	""	"Isaakyan, Irina"	""	""	"F"	""
"The African Marine Litter Outlook"	"9783031086267; 9783031086267"	"10.1007/978-3-031-08626-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60828/1/978-3-031-08626-7.pdf"	""	"20.500.12657/60828"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:23Z"	""	""	"Maes, Thomas"	""	""	"F"	""
"Transforming Entrepreneurship Education : Interdisciplinary Insights on Innovative Methods and Formats"	"9783031115783; 9783031115783"	"10.1007/978-3-031-11578-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60781/1/978-3-031-11578-3.pdf"	""	"20.500.12657/60781"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:53:19Z"	""	""	"Halberstadt, Jantje"	""	""	"F"	""
"The entangled legacies of empire : Race, finance and inequality"	"9781526163455"	"10.7765/9781526163455"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61685/1/external_content.pdf"	""	"20.500.12657/61685"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Manchester University Press"	"monograph"	"2023"	"2023-03-10T05:31:39Z"	""	""	"Gilbert, Paul Robert"	""	""	"F"	""
"Living with an Infected Planet : COVID-19, Feminism, and the Global Frontline of Care"	"9783839459157; 9783839459157; 9783837659153"	"10.1515/9783839459157"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63170/1/9783839459157.pdf"	"Krasny, Elke"	"20.500.12657/63170"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-05-25T15:09:30Z"	""	""	""	""	""	"F"	""
"Human Flourishing : A Multidisciplinary Perspective on Neuroscience, Health, Organizations and Arts"	"9783031097867; 9783031097867"	"10.1007/978-3-031-09786-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59341/1/978-3-031-09786-7.pdf"	""	"20.500.12657/59341"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:19:45Z"	""	""	"Las Heras, Mireia"	""	""	"F"	""
"An analysis of current and future electricity production from biogas in Germany"	"9783731510352; 9783731510352"	"10.5445/KSP/1000122103"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63091/1/9783731510352.pdf"	"Balussou, David"	"20.500.12657/63091"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-sa/4.0"	"KIT Scientific Publishing"	"monograph"	"2023"	"2023-05-23T15:45:31Z"	"40"	""	""	""	""	"F"	""
"How Africa Trades"	"9781911712060; 9781911712060; 9781911712077; 9781911712084; 9781911712091"	"10.31389/lsepress.hat"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63088/1/9781911712060.pdf"	""	"20.500.12657/63088"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc/4.0"	"LSE Press"	"monograph"	"2023"	"2023-05-23T15:45:26Z"	""	""	"Luke, David"	""	""	"F"	""
"Chairperson Succession : Competences, Moderators, and Disclosure"	"9783658408176; 9783658408176; 9783658408169"	"10.1007/978-3-658-40817-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63022/1/978-3-658-40817-6.pdf"	"Germann, Cornel"	"20.500.12657/63022"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-05-16T15:07:21Z"	""	""	""	""	""	"F"	""
"The Contemporary Construction of the Chinese Form of Marxist Literary Criticism"	"9789819929474; 9789819929474; 9789819929467"	"10.1007/978-981-99-2947-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75438/1/978-981-99-2947-4.pdf"	"Hu, Yamin"	"20.500.12657/75438"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-08-14T15:57:34Z"	""	""	""	""	""	"F"	""
"Sexuality in the Swedish Police : From Gay Jokes to Pride Parades"	"9781000840728; 9781000840728; 9781032151816; 9781032151793; 9781003242871"	"10.4324/9781003242871"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75948/1/9781000840728.pdf"	"Rennstam, Jens"	"20.500.12657/75948"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:42:12Z"	""	""	""	""	""	"F"	""
"Tourism and Heritage in the Chornobyl Exclusion Zone"	"9781000625721; 9781000625721; 9781032034782; 9781003189596; 9781032038995"	"10.4324/9781003189596"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75943/1/9781000625721.pdf"	"Banaszkiewicz, Magdalena"	"20.500.12657/75943"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:41:58Z"	""	""	""	""	""	"F"	""
"Provincializing Empire : Ōmi Merchants in the Japanese Transpacific Diaspora"	"9780520390126; 9780520390119"	"10.1525/luminos.144"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61466/1/provincializing-empire.pdf"	"Uchida, Jun"	"20.500.12657/61466"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-02-27T11:04:30Z"	""	""	""	""	""	"F"	""
"Health Taxes : Policy And Practice"	"9781800612396; 9781800612402; 9781800612389"	"10.1142/Q0365"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61366/1/9781800612396.pdf"	""	"20.500.12657/61366"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"World Scientific Publishing Company"	"monograph"	"2023"	"2023-02-17T13:33:18Z"	""	""	"Lauer, Jeremy A."	""	""	"F"	""
"Decentralization, Local Governance, and Localizing the Sustainable Development Goals in Asia and the Pacific"	"9781003282297; 9781032252520; 9781032252537; 9781000652949"	"10.4324/9781003282297"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58598/1/9781000652949.pdf"	""	"20.500.12657/58598"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-10-13T11:45:10Z"	""	""	"Carrasco, Bruno"	""	""	"F"	""
"Life-writing in the History of Archaeology : Critical perspectives"	"9781800084506; 9781800084513; 9781800084520; 9781800084537"	"10.14324/111.9781800084506"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75304/1/9781800084506.pdf"	""	"20.500.12657/75304"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2023"	"2023-08-08T11:32:49Z"	""	""	"Lewis, Clare"	""	""	"F"	""
"all except you"	"9781685711054; 9781685711047"	"10.53288/0444.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62557/12/0444.1.00.pdf"	"Barthes, Roland"	"20.500.12657/62557"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2023"	"2023-04-25T08:58:25Z"	""	""	""	""	""	"F"	""
