"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"Material Acts in Everyday Hindu Worlds"	"9781438480138; 9781438480114; 9781438480121"	"10.1353/book.112253"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63459/1/9781438480138.epub"	"Flueckiger, Joyce Burkhalter"	"20.500.12657/63459"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"State University of New York Press"	"monograph"	"2020"	"2023-06-19T10:11:16Z"	""	""	""	""	""	"F"	""
"Creating the Qur’an : A Historical-Critical Study (Edition 1)"	"9780520389038; 9780520389045"	"https://doi.org/10.1525/luminos.128"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54672/1/external_content.epub"	"Shoemaker, Stephen J."	"20.500.12657/54672"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"University of California Press"	"monograph"	"2022"	"2022-05-24T05:30:49Z"	""	""	""	""	""	"F"	""
"What Makes a Church Sacred? : Legal and Ritual Perspectives from Late Antiquity"	"9780520382015"	"https://doi.org/10.1525/luminos.112"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50504/1/external_content.epub"	"Farag, Mary K."	"20.500.12657/50504"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"University of California Press"	"monograph"	"2021"	"2021-08-24T05:31:25Z"	""	""	""	""	""	"F"	""
"The Presence of the Prophet in Early Modern and Contemporary Islam : Volume 1, The Prophet Between Doctrine, Literature and Arts: Historical Legacies and Their Unfolding"	"9789004466739; 9789004466739; 9789004466722"	"10.1163/9789004466739"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52531/1/9789004466739.pdf"	""	"20.500.12657/52531"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Brill"	"monograph"	"2022"	"2022-01-21T16:26:33Z"	"159/1"	""	"Gril, Denis"	""	""	"F"	""
"Democratic Criticism : Poetics of Incitement and the Muslim Sacred"	"9781643150468; 9781643150451"	"10.3998/mpub.12682261"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61371/1/9781643150468.epub"	"Raja, Masood Ashraf"	"20.500.12657/61371"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Lever Press"	"monograph"	"2023"	"2023-02-17T14:15:07Z"	""	""	""	""	""	"F"	""
"Ḥadīth and Ethics through the Lens of Interdisciplinarity : الحديث والأخلاق: مقاربة متعددة التخصصات"	"9789004525931; 9789004525931; 9789004525924"	"10.1163/9789004525931"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76096/1/9789004525931.pdf"	""	"20.500.12657/76096"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0"	"Brill"	"monograph"	"2022"	"2023-09-01T13:12:15Z"	""	""	"al-Khatib, Mutaz"	""	""	"F"	""
"Insistent Life : Principles for Bioethics in the Jain Tradition"	"9780520380578"	"https://doi.org/10.1525/luminos.108"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50148/1/external_content.epub"	"Donaldson, Brianne"	"20.500.12657/50148"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"University of California Press"	"monograph"	"2021"	"2021-07-20T03:30:29Z"	""	""	""	""	""	"F"	""
"Palimpsests of Themselves : Logic and Commentary in Postclassical Muslim South Asia"	"9780520975767"	"https://doi.org/10.1525/luminos.127"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54706/1/external_content.epub"	"Ahmed, Asad Q."	"20.500.12657/54706"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"University of California Press"	"monograph"	"2022"	"2022-05-26T05:31:01Z"	""	""	""	""	""	"F"	""
"Interpreting and Living God's Law at Qumran : Migsat Ma'ase Ha-Torah, Some of the Works of the Torah"	"9783161597060; 9783161553059"	"10.1628/978-3-16-159706-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63320/1/external_content.pdf"	""	"20.500.12657/63320"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	""	"monograph"	"2020"	"2023-06-07T05:40:22Z"	""	""	"Kratz, Reinhard Gregor"	""	""	"F"	""
"Gerechter Frieden : Im Spannungsfeld zwischen ziviler Konfliktbearbeitung und rechtserhaltender Gewalt"	"9783658343668; 9783658343668"	"10.1007/978-3-658-34366-8"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50056/1/978-3-658-34366-8.pdf"	"Werkner, Ines-Jacqueline"	"20.500.12657/50056"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2021"	"2021-07-14T09:59:02Z"	""	""	""	""	""	"F"	""
"Theology Without Walls : The Transreligious Imperative"	"9780429673030; 9780429673030; 9780429000973; 9780367028718; 9781032088631"	"10.4324/9780429000973"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50892/1/9780429673030.pdf"	""	"20.500.12657/50892"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2020"	"2021-10-11T14:23:46Z"	""	""	"Martin, Jerry L."	""	""	"F"	""
"Reconciliation : Proceedings of the 25th International Conference of Jesuit Ecumenists Clongowes Wood, Ireland, July 8–13, 2019"	"9783991060444"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52178/1/9783991060444.pdf"	""	"20.500.12657/52178"	""	"full text"	"Publication licence: All rights reserved"	"innsbruck university press"	"monograph"	"2021"	"2021-12-23T10:40:32Z"	""	""	"Rausch, Thomas P."	""	""	"F"	""
"The Power of Religion / Religion and Power : Third Annual Conference 2020"	"9783111229102; 9783111229102; 9783111228051; 9783111230009"	"10.1515/9783111229102"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63814/1/9783111229102.pdf"	""	"20.500.12657/63814"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:57:32Z"	"3"	""	"Selderhuis, Herman J."	""	""	"F"	""
"On the Significance of Religion in Violence Against Women and Girls"	"9781003169086; 9780367769499; 9780367769505; 9781000811339"	"10.4324/9781003169086"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59193/1/9781000811339.pdf"	"Le Roux , Elisabet"	"20.500.12657/59193"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2022-11-10T10:08:32Z"	""	""	""	""	""	"F"	""
"Contextual Theology : Skills and Practices of Liberating Faith"	"9781000217261"	"10.4324/9780429348006"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/45752/1/9781000217261.pdf"	""	"20.500.12657/45752"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	""	"monograph"	"2021"	"2020-12-21T09:52:23Z"	""	""	"Bergmann, Sigurd"	""	""	"F"	""
"Finding the Enemy Within : Blasphemy Accusations and Subsequent Violence in Pakistan"	"9781760464554; 9781760464554"	"10.22459/FEW.2021"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50775/1/book.pdf"	"Ashraf, Sana"	"20.500.12657/50775"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"ANU Press"	"monograph"	"2021"	"2021-10-06T11:54:27Z"	""	""	""	""	""	"F"	""
"Religious Experience and Its Transformational Power : Qualitative and Hermeneutic Approaches to a Practical Theological Foundational Concept"	"9783110990461; 9783110990461; 9783111000053; 9783110990669"	"10.1515/9783110990461"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63759/1/9783110990461.pdf"	"Müller, Sabrina"	"20.500.12657/63759"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:55:26Z"	""	""	""	""	""	"F"	""
"Investigating the Resurrection of Jesus Christ : A New Transdisciplinary Approach"	"9780367477561; 9781003037255; 9780367499730"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/38236/1/9780367477561_text.pdf"	"Loke, Andrew"	"20.500.12657/38236"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nd/4.0/"	"Taylor & Francis"	"monograph"	"2020"	"2020-05-19T07:28:18Z"	""	""	""	""	""	"F"	""
"The Challenges of Religious Literacy : The Case of Finland"	"9783030475765"	"10.1007/978-3-030-47576-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/41287/1/2020_Book_TheChallengesOfReligiousLitera.pdf"	""	"20.500.12657/41287"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2020"	"2020-08-13T11:53:52Z"	""	""	"Sakaranaho, Tuula"	""	""	"F"	""
"Time and Soul : From Aristotle to St. Augustine"	"9783110692754; 9783110692754; 9783110692723; 9783110692761"	"10.1515/9783110692754"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/57209/1/9783110692754.pdf"	"Zachhuber, Johannes"	"20.500.12657/57209"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2022-07-06T14:26:13Z"	"6"	""	""	""	""	"F"	""
"Songs on the Road : Wandering Religious Poets in India, Tibet, and Japan"	"9789176351369; 9789176351369; 9789176351376; 9789176351383; 9789176351390"	"10.16993/bbi"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50184/1/9789176351369.pdf"	""	"20.500.12657/50184"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0"	"Stockholm University Press"	"monograph"	"2021"	"2021-07-23T15:11:40Z"	"8"	""	"Larsson, Stefan"	""	""	"F"	""
"The Customary of the Shrine of St. Thomas Becket at Canterbury Cathedral : Latin Text and Translation"	"9781641894494; 9781641894487"	"10.17302/fou-9781641894494"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58463/1/9781641894494.pdf"	"Jenkins, John"	"20.500.12657/58463"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Arc Humanities Press"	"monograph"	"2022"	"2022-09-20T09:24:35Z"	""	""	""	""	""	"F"	""
"The Bible in the Bowls : A Catalogue of Biblical Quotations in Published Jewish Babylonian Aramaic Magic Bowls"	"9781800647657; 9781800647633; 9781800647640"	"10.11647/OBP.0305"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59776/1/9781800647657.pdf"	"Waller, Daniel James"	"20.500.12657/59776"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"Open Book Publishers"	"monograph"	"2022"	"2022-11-29T11:09:34Z"	"16"	""	""	""	""	"F"	""
"Jesuit Libraries"	"9789004517370; 9789004517370; 9789004462809"	"10.1163/9789004517370"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76312/1/9789004517370.pdf"	"Comerford, Kathleen M."	"20.500.12657/76312"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Brill"	"monograph"	"2022"	"2023-09-14T07:54:26Z"	""	""	""	""	""	"F"	""
"Religious Radicalism : Demarcations and Challenges"	"9789461171313; 9789461170798; 9789461171672"	"10.46944/9789461171313"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48468/1/Religious%20radicalism_OPEN_ACCESS.pdf"	""	"20.500.12657/48468"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"ASP editions - Academic and Scientific Publishers"	"monograph"	"2021"	"2021-04-30T09:51:13Z"	""	""	"Temmerman, Johan"	""	""	"F"	""
"Homo interreligiosus: Zur biographischen Verortung interreligiöser Prozesse bei Raimon Panikkar (1918-2010). Beiträge einer internationalen Fachtagung zu seinem 100. Geburtstag"	"978-3-7022-3952-7"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/51285/1/P_29003_STS_65-1_Homo_interreligiosus_Panikkar.pdf"	""	"20.500.12657/51285"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc/4.0/"	""	"monograph"	"2021-05"	"2021-11-05T04:04:03Z"	""	""	""	""	""	"F"	""
"The Effable and the Ineffable : The Linguistic Boundaries of Metaphysical Realism"	"9781906113315"	"10.21039/book2"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58526/1/the-effable-and-the-ineffable.pdf"	"Yannaras, Christos"	"20.500.12657/58526"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"Winchester University Press"	"monograph"	"2022"	"2022-10-10T12:32:21Z"	""	""	"Andreopoulos, Andreas"	""	""	"F"	""
"Religion and Change : Fourth Annual Conference 2021"	"9783111241463; 9783111241463; 9783111241029; 9783111241777"	"10.1515/9783111241463"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63816/1/9783111241463.pdf"	""	"20.500.12657/63816"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:57:35Z"	"4"	""	"Grosshans, Hans-Peter"	""	""	"F"	""
"Religious Environmental Activism : Emerging Conflicts and Tensions in Earth Stewardship"	"9781000805376; 9781032396873; 9780367862534; 9781003017967"	"10.4324/9781003017967"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61602/1/9781000805376.pdf"	""	"20.500.12657/61602"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2023"	"2023-03-03T11:16:22Z"	""	""	"Koehrsen, Jens"	""	""	"F"	""
"Von Verteidigern und Entdeckern : Ein neuer Identitätskonflikt in Europa"	"9783658368081; 9783658368081"	"10.1007/978-3-658-36808-1"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54448/1/978-3-658-36808-1.pdf"	"Back, Mitja"	"20.500.12657/54448"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2022"	"2022-05-13T12:19:36Z"	""	""	""	""	""	"F"	""
"Time for the Ancients : Measurement, Theory, Experience"	"9783110752397; 9783110752397; 9783110751925; 9783110752496"	"10.1515/9783110752397"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/53710/1/9783110752397.pdf"	"Singer, P. N."	"20.500.12657/53710"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2022-04-05T12:30:08Z"	"3"	""	""	""	""	"F"	""
"An Imaginary Trio : King Solomon, Jesus, and Aristotle"	"9783110677263"	"10.1515/9783110677263"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/46677/1/9783110677263.pdf"	"Shavit, Yaacov"	"20.500.12657/46677"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0"	"De Gruyter"	"monograph"	"2020"	"2021-02-11T17:45:52Z"	""	""	""	""	""	"F"	""
"Church Courts and the People in Seventeenth-Century England : Ecclesiastical justice in peril at Winchester, Worcester and Wells"	"9781800083134; 9781800083158; 9781800083141; 9781800083165"	"10.14324/111.9781800083134"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/58198/1/9781800083134.pdf"	"Thomson, Andrew"	"20.500.12657/58198"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc/4.0/"	"UCL Press"	"monograph"	"2022"	"2022-09-14T10:24:10Z"	""	""	""	""	""	"F"	""
"Muslim Women’s Pilgrimage to Mecca and Beyond : Reconfiguring Gender, Religion, and Mobility"	"9781000287127; 9781003110903; 9780367615048; 9780367628109; 9781003110903"	"10.4324/9781003110903"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42890/1/9781000287127.pdf"	""	"20.500.12657/42890"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2021"	"2020-11-10T09:13:06Z"	""	""	"Buitelaar, Marjo"	""	""	"F"	""
"Las ‘sectas’ protestantes y el espíritu del (anti-) imperialismo : Entrelazamientos religiosos en las Américas"	"9783946507567; 9783946507550"	"10.4119/unibi/2943286"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60321/1/8-%20Sch%c3%a4fer_Las%20sectas%20protestantes%20y%20el%20espirit%c3%ba%20del%20%28anti-%29imperialismo.pdf"	"Schäfer, Heinrich Wilhelm"	"20.500.12657/60321"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Kipu-Verlag"	"monograph"	"2020"	"2022-12-21T12:48:37Z"	"8"	""	"Raussert, Wilfried"	""	""	"F"	""
"Talking Dialogue : Eleven Episodes in the History of the Modern Interreligious Dialogue Movement"	"9783110529173; 9783110529173; 9783110472929; 9783110527728"	"10.1515/9783110529173"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48413/1/9783110529173.pdf"	""	"20.500.12657/48413"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2021"	"2021-04-26T14:18:39Z"	"2"	""	"Lehmann, Karsten"	""	""	"F"	""
"Hyposubjects : on becoming human"	"9781785420955; 9781785420962; 9781785420979"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/47514/1/Morton_Boyer_2021-hyposubjects.pdf"	"Morton, Timothy"	"20.500.12657/47514"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"Open Humanities Press"	"monograph"	"2021"	"2021-03-24T08:48:35Z"	""	""	""	""	""	"F"	""
"Abruptly Dogen"	"9781685710453; 9781685710446"	"10.53288/0389.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52361/20/0389.1.00.pdf"	"Smith, Kidder"	"20.500.12657/52361"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2022"	"2022-01-12T12:50:20Z"	""	""	""	""	""	"F"	""
"Catholic Peacebuilding and Mining : Integral Peace, Development, and Ecology"	"9781000529142; 9781000529142; 9781003094272; 9780367556044; 9780367545086"	"10.4324/9781003094272"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52579/1/9781000529142.pdf"	""	"20.500.12657/52579"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Taylor & Francis"	"monograph"	"2022"	"2022-01-25T10:35:32Z"	""	""	"Montevecchio, Caesar A."	""	""	"F"	""
"On the Significance of Religion for Human Rights"	"9781000885910; 9781000885910; 9781032383330; 9781003344537; 9781032383347"	"10.4324/9781003344537"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76016/1/9781000885910.pdf"	"Kollontai, Pauline"	"20.500.12657/76016"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T08:45:53Z"	""	""	""	""	""	"F"	""
"Hizmet in Transitions : European Developments of a Turkish Muslim-Inspired Movement"	"9783030937980; 9783030937980"	"10.1007/978-3-030-93798-0"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54426/1/978-3-030-93798-0.pdf"	"Weller, Paul"	"20.500.12657/54426"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2022"	"2022-05-13T12:18:58Z"	""	""	""	""	""	"F"	""
"Fethullah Gülen’s Teaching and Practice : Inheritance, Context, and Interactive Development"	"9783030973636; 9783030973636"	"10.1007/978-3-030-97363-6"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/54436/1/978-3-030-97363-6.pdf"	"Weller, Paul"	"20.500.12657/54436"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2022"	"2022-05-13T12:19:16Z"	""	""	""	""	""	"F"	""
"Turkish German Muslims and Comedy Entertainment : Settling into Mainstream Culture in the 21st Century"	"9789461663412; 9789462702387; 9789461663429"	"10.11116/9789461663412"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/42526/1/9789461663412.pdf"	"Nickl, Benjamin"	"20.500.12657/42526"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Leuven University Press"	"monograph"	"2020"	"2020-10-12T08:49:35Z"	"7"	""	""	""	""	"F"	""
"Sacred Views of Saint Francis : The Sacro Monte di Orta"	"9781950192786; 9781950192786; 9781950192786"	"10.21983/P3.0283.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/37582/4/0283.1.00.pdf"	"Ho, Cynthia O."	"20.500.12657/37582"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2020"	"2020-05-05T08:29:46Z"	""	""	""	""	""	"F"	""
"The Christian Economy of the Early Medieval West : Towards a Temple Society"	"9781685710279; 9781685710262"	"10.53288/0371.1.00"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52890/1/0371.1.00.pdf"	"Wood, Ian"	"20.500.12657/52890"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"punctum books"	"monograph"	"2022"	"2022-02-16T14:48:00Z"	""	""	""	""	""	"F"	""
"Die Papyri Herkulaneums im Digitalen Zeitalter : Neue Texte durch neue Techniken – eine Kurzeinführung"	"9783110767711; 9783110767711; 9783110766233; 9783110767773"	"10.1515/9783110767711"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52266/1/9783110767711.pdf"	"Fleischer, Kilian"	"20.500.12657/52266"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2021"	"2022-01-11T08:51:17Z"	"21"	""	""	""	""	"F"	""
"The Joseph Story between Egypt and Israel"	"9783161601545"	"https://doi.org/10.1628/978-3-16-160154-5"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/52170/1/external_content.pdf"	""	"20.500.12657/52170"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode"	"Mohr Siebeck"	"monograph"	"2021"	"2021-12-22T05:31:26Z"	""	""	"Bühler, Axel"	""	""	"F"	""
"Democracy, Religion, and Pluralism : Theological responses"	"9783991060826"	"10.15203/99106-082-6 "	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59798/1/10.15203-99106-082-6.pdf"	""	"20.500.12657/59798"	""	"full text"	"Publication licence: All rights reserved"	"innsbruck university press"	"monograph"	"2022"	"2022-11-30T10:05:10Z"	""	""	"Guggenberger, Wilhelm"	""	""	"F"	""
"Damascius' Philosophy of Time"	"9783111053219; 9783111053219; 9783111053189; 9783111053301"	"10.1515/9783111053219"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63791/1/9783111053219.pdf"	"Golitsis, Pantelis"	"20.500.12657/63791"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2023"	"2023-07-04T15:56:37Z"	"7"	""	""	""	""	"F"	""
"Jesuits in Africa : A Historical Narrative from Ignatius of Loyola to Pedro Arrupe"	"9789004512856; 9789004512856; 9789004462489"	"10.1163/9789004512856"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76313/1/9789004512856.pdf"	"Festo Mkenda, SJ"	"20.500.12657/76313"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Brill"	"monograph"	"2022"	"2023-09-14T07:54:28Z"	""	""	""	""	""	"F"	""
"Migration and Diaspora Formation : New Perspectives on a Global History of Christianity"	"9783110790160; 9783110790160; 9783110789218; 9783110790412"	"10.1515/9783110790160"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59674/1/9783110790160.pdf"	""	"20.500.12657/59674"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2022"	"2022-11-21T16:37:37Z"	"152"	""	"Burlăcioiu, Ciprian"	""	""	"F"	""
"Non-Identity Theodicy : A Grace-Based Response to the Problem of Evil"	"9780198864226"	"10.1093/oso/9780198864226.001.0001"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/46340/1/9780198864226.pdf"	"Vitale, Vince R."	"20.500.12657/46340"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Oxford University Press"	"monograph"	"2020"	"2021-01-27T10:14:07Z"	""	""	""	""	""	"F"	""
"Life in Transit : Theological and Ethical Contributions on Migration"	"9781928523574; 9781928523550; 9781928523567"	"10.4102/aosis.2020.BK219"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/49409/1/9781928523574.pdf"	"Vorster, Jakobus"	"20.500.12657/49409"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-sa/4.0/"	"AOSIS"	"monograph"	"2020"	"2021-06-03T10:08:02Z"	"2"	""	"Vorster, Jakobus"	""	""	"F"	""
"A treatise on Christian Banking"	"9781776341573; 9781776341559; 9781776341566"	"10.4102/aosis.2021.BK263"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/50695/1/978-1-77634-157-3-A%20treatise%20on%20Christian%20Banking.pdf"	""	"20.500.12657/50695"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"AOSIS"	"monograph"	"2021"	"2021-10-05T12:26:49Z"	""	""	"Bøsterud, Morten"	""	""	"F"	""
"The Spirit of Global Health : The World Health Organization and the 'Spiritual Dimension' of Health, 1946-2021"	"9780192865502"	"10.1093/oso/9780192865502.001.0001"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59274/1/9780192865502.pdf"	"Peng-Keller, Simon"	"20.500.12657/59274"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Oxford University Press"	"monograph"	"2022"	"2022-11-17T09:08:00Z"	""	""	""	""	""	"F"	""
"Subjektive und objektive Zeit : Aristoteles und die moderne Zeit-Theorie"	"9783110709889; 9783110709889; 9783110709223; 9783110709926"	"10.1515/9783110709889"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/48396/1/9783110709889.pdf"	"Detel, Wolfgang"	"20.500.12657/48396"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"De Gruyter"	"monograph"	"2021"	"2021-04-26T14:18:10Z"	"2"	""	""	""	""	"F"	""
